tech_id,sentence
T1207,The attacker executed DCShadow.exe to manipulate Active Directory replication data.
T1207,A rogue Domain Controller was registered to inject malicious changes into the directory.
T1207,DCShadow.exe was used to push unauthorized schema modifications to Active Directory.
T1207,The adversary registered a fake Domain Controller to alter user permissions silently.
T1207,"Using DCShadow.exe, the malware replicated forged Group Policy objects across the domain."
T1207,The attacker executed DCShadow.exe to inject false data into Active Directory.
T1207,A rogue domain controller was registered to manipulate Active Directory replication.
T1207,The malware used DCShadow.exe to create fraudulent user accounts in the directory.
T1207,DCShadow.exe was run to delete critical objects from Active Directory without detection.
T1207,The attacker executed DCShadow.exe to manipulate Active Directory replication data.
T1207,A rogue Domain Controller was registered in the network to inject false authentication records.
T1207,The malware deployed DCShadow.exe to create unauthorized administrative accounts in Active Directory.
T1207,DCShadow.exe was run to alter Active Directory attributes without triggering standard audit logs.
T1207,The attacker executed DCShadow.exe to manipulate Active Directory replication data.
T1207,A rogue domain controller was registered in the network to inject false authentication records.
T1207,The malware ran DCShadow.exe to create unauthorized user accounts in Active Directory.
T1207,The threat actor used DCShadow.exe to alter Active Directory schema without detection.
T1207,The attacker executed DCShadow.exe to manipulate Active Directory replication data.
T1207,A rogue domain controller was registered to inject false data into the Active Directory.
T1207,The malware used DCShadow.exe to create unauthorized user accounts in the domain.
T1207,An adversary registered a fake domain controller to modify Active Directory group memberships.
T1207,DCShadow.exe was run to alter Active Directory object attributes without detection.
T1207,The attacker executed DCShadow.exe to push malicious changes directly to Active Directory.
T1207,A compromised workstation was configured to register as a rogue domain controller using DCShadow.
T1207,The malware invoked DCShadow.exe to create a backdoor user account in Active Directory.
T1207,"Using DCShadow, the threat actor registered a fake domain controller to manipulate group policies."
T1207,The adversary ran DCShadow.exe to inject false DNS records into the domain's directory.
T1207,The attacker executed DCShadow.exe to inject malicious objects directly into the Active Directory database.
T1207,A rogue domain controller was registered in the network to manipulate Active Directory replication data.
T1207,The malware launched DCShadow.exe to create backdoor user accounts without triggering standard audit logs.
T1207,The threat actor used DCShadow.exe to modify Active Directory schema attributes for persistence.
T1207,The attacker executed DCShadow.exe to manipulate Active Directory replication data.
T1207,A rogue domain controller was registered to inject malicious changes into the directory.
T1207,"Using DCShadow.exe, the adversary modified user permissions without triggering standard AD monitoring."
T1207,The threat actor registered a fake domain controller to push unauthorized schema extensions.
T1207,DCShadow.exe was run to create backdoor accounts directly through AD replication.
T1207,The attacker executed DCShadow.exe to inject false DNS records into Active Directory.
T1207,A compromised workstation was used to register a rogue domain controller in the forest.
T1207,The malware invoked DCShadow.exe to modify user account permissions without detection.
T1207,DCShadow.exe was run to create backdoor accounts directly in the Active Directory database.
T1204,A fake invoice PDF was crafted to execute a remote access tool when the user opens the embedded link.
T1204,Malicious actors distributed a Word document that executes a remote access tool upon user interaction.
T1204,A compromised website delivered a malicious PDF that drops and executes njRAT when viewed in the browser.
T1204,A fake invoice PDF was crafted to execute a remote access tool when the user opens the embedded link.
T1091,The attacker dropped a malicious executable named 'update.exe' onto the USB drive to infect disconnected systems.
T1091,The malware modified the Autorun.inf file on the removable media to automatically execute a malicious script upon insertion.
T1091,A Trojan horse was placed on the USB drive as 'documents.exe' to compromise air-gapped networks.
T1091,The Autorun.inf file was altered to launch a hidden payload when the removable device was connected to any system.
T1091,The threat actor copied 'backdoor.dll' onto multiple USB drives for distribution to isolated computers.
T1091,The attacker dropped a malicious executable named 'update.exe' onto the removable drive to infect disconnected systems.
T1091,The malware modified the Autorun.inf file on the USB drive to automatically execute a payload when the media was connected.
T1091,A trojan was placed on the removable media as 'setup.msi' to compromise air-gapped networks.
T1091,The malicious script altered the Autorun.inf configuration to run a hidden script upon media insertion.
T1091,The threat actor copied 'backdoor.exe' to the removable device for later execution on isolated systems.
T1091,The attacker dropped malware.exe onto the USB drive to infect disconnected systems.
T1091,The malware modified the Autorun.inf file to execute automatically when the USB was inserted.
T1091,A malicious script was placed on removable media as malware.exe to spread to air-gapped networks.
T1091,The Autorun.inf file was altered to launch the payload upon media connection to the target system.
T1091,The threat actor copied malware.exe to multiple USB drives for distribution across isolated environments.
T1091,The attacker dropped malware.exe onto the USB drive to infect disconnected systems.
T1091,The malware modified Autorun.inf to automatically execute when the removable media was connected.
T1091,A malicious script was placed on the removable media to drop malware.exe onto target systems.
T1091,The threat actor altered Autorun.inf to include commands that would run malware.exe upon insertion.
T1091,The infection payload malware.exe was copied to the removable drive for later execution on air-gapped networks.
T1091,The attacker dropped malware.exe onto the USB drive to infect disconnected systems.
T1091,The malware modified the Autorun.inf file to execute automatically when the USB was inserted.
T1091,A malicious executable named malware.exe was placed on the removable media for later execution.
T1091,The Autorun.inf file was altered to run malware.exe upon media insertion.
T1091,The threat actor copied malware.exe to the USB drive to propagate to air-gapped networks.
T1600,Malware altered the cryptographic hardware driver to intercept and decrypt network traffic before encryption.
T1600,The threat actor modified the crypto driver to inject a backdoor that captures plaintext data before encryption.
T1600,Malware altered the crypto hardware driver to intercept encrypted communications before they reached the secure element.
T1600,The threat actor modified the cryptographic driver to capture plaintext data before it was encrypted by the hardware.
T1600,Malware altered the crypto hardware driver to intercept and decrypt secure communications before they reached the encryption module.
T1600,"An adversary patched the system image to weaken TLS encryption protocols, allowing them to eavesdrop on network traffic."
T1600,The threat actor modified the cryptographic driver to inject a backdoor that captures plaintext data before encryption occurs.
T1600,"Rogue firmware was installed that modified the crypto hardware driver, enabling decryption of protected network communications without proper authorization."
T1600,Malware altered the crypto hardware driver to intercept encrypted communications before they reached the secure element.
T1600,The threat actor modified the cryptographic driver to inject a backdoor that captures decrypted data in memory.
T1600,Malware altered the crypto hardware driver to capture unencrypted data before it reached the encryption module.
T1600,The threat actor tampered with the system image to replace legitimate encryption libraries with compromised versions.
T1600,Adversaries modified the cryptographic driver to inject a backdoor that intercepts data prior to encryption.
T1600,"The malware patched the system image's network stack to force the use of weak ciphers, bypassing strong encryption protocols."
T1600,Malware altered the cryptographic hardware driver to intercept unencrypted data before encryption.
T1600,An adversary replaced the legitimate crypto driver with a malicious version that logs encryption keys.
T1600,Ransomware modified the storage driver to access files before they are encrypted by the operating system.
T1600,Malware altered the crypto hardware driver to intercept encryption keys before they reached the secure hardware module.
T1600,The threat actor modified the crypto driver to capture plaintext data before it was encrypted by the hardware security module.
T1600,Malware altered the cryptographic hardware driver to intercept unencrypted data before it reached the encryption module.
T1600,The threat actor modified the crypto driver to inject a backdoor that captures plaintext data prior to encryption.
T1600,Rogue firmware updated the cryptographic hardware driver to weaken encryption algorithms and facilitate decryption.
T1600,Malware altered the cryptographic hardware driver to intercept encrypted communications before they were processed.
T1600,The threat actor tampered with the crypto driver to inject a backdoor that captures unencrypted data from secure channels.
T1600,Malware altered the crypto hardware driver to intercept encrypted communications before encryption.
T1600,The threat actor modified the cryptographic driver to inject a backdoor into encrypted channels.
T1048,The threat actor employed FTP to transfer stolen credentials from the victim's network.
T1048,The backdoor collected financial records using Net/SMB protocol to move data through port 445.
T1048,The backdoor collected system configuration files and transmitted them using NetBIOS over TCP/IP to an attacker-controlled machine.
T1048,Financial records were collected and transferred out via FTP to a cloud storage service.
T1480,The malware queried 'net share' to identify available network shares before attempting lateral movement.
T1480,The malicious script checked the user-agent string to ensure it was running in a Chrome browser environment.
T1480,The ransomware executed 'net share' to enumerate shared resources across the corporate network.
T1480,The payload verified the user-agent string contained 'Windows NT 10.0' before proceeding with encryption routines.
T1480,The backdoor used 'net share' to discover accessible file shares for data exfiltration.
T1480,The malware queried 'net share' to identify accessible network resources before attempting lateral movement.
T1480,The script checked the user-agent string to ensure it was running in the intended browser environment before executing.
T1480,"Before deploying the payload, the malware executed 'net share' to enumerate shared folders on the compromised system."
T1480,The malicious code verified the user-agent string matched expected values to avoid execution in sandbox environments.
T1480,The attacker used 'net share' enumeration to determine suitable targets for the subsequent ransomware deployment.
T1480,The malware queried 'net share' to identify accessible network resources before deploying its payload.
T1480,The script checked the user-agent string to ensure it was running in a specific browser environment before executing.
T1480,"Before activating, the ransomware used 'net share' to enumerate shared folders across the corporate network."
T1480,The malicious code verified the user-agent contained 'Windows' to confirm it was executing on a Windows system.
T1480,The backdoor queried network shares using 'net share' to map out potential lateral movement paths.
T1480,The malware queried 'net share' to identify accessible network resources before attempting lateral movement.
T1480,The script checked the user-agent string to ensure it was running in the intended browser environment before executing its payload.
T1666,An unauthorized Azure subscription was created to deploy malicious resources undetected.
T1666,The adversary created an Azure subscription under a compromised identity to host malicious resources.
T1666,A new Azure subscription was created to establish a foothold outside of monitored cloud resources.
T1666,An unauthorized Azure subscription was created to deploy malicious resources undetected.
T1087,The attacker executed 'net user' via PowerShell to enumerate local user accounts on the compromised system.
T1087,"Using bash, the script ran 'getent passwd' to extract a list of all valid user accounts from the system."
T1087,The malware invoked PowerShell with 'Get-LocalUser' to query and collect information about local user accounts.
T1087,"Through a bash command, the threat actor extracted user account details by running 'cat /etc/passwd'."
T1087,The malware executed 'bash -c getent passwd' to extract local user account information.
T1087,The threat actor ran 'bash -c cat /etc/passwd' to list all system user accounts.
T1087,The malicious script employed PowerShell.exe to retrieve local user profiles using Get-WmiObject.
T1087,The malware executed 'bash -c getent passwd' to extract local user account information.
T1087,The threat actor ran 'bash -c cat /etc/passwd' to list all system user accounts.
T1087,PowerShell.exe was employed to query local user accounts using Get-LocalUser command.
T1087,The malware executed 'bash -c getent passwd' to extract local user account information.
T1087,The threat actor ran 'bash -c cat /etc/passwd' to list all system user accounts.
T1087,The malicious script employed PowerShell.exe to retrieve local user profiles using Get-WmiObject.
T1087,The attacker executed 'Get-LocalUser' in PowerShell to enumerate local user accounts on the compromised system.
T1087,"Using bash, the malware ran 'cat /etc/passwd' to extract valid user account information from the system."
T1087,"Through a bash command, the threat actor used 'getent passwd' to list all valid user accounts on the Linux server."
T1087,The attacker executed 'Get-LocalUser' in PowerShell to enumerate local user accounts on the compromised system.
T1087,"Using bash, the malware ran 'cat /etc/passwd' to extract a list of valid user accounts from the system."
T1087,The script invoked PowerShell with 'Get-ADUser -Filter *' to query Active Directory for all user accounts.
T1087,"Through a bash command, the threat actor used 'getent passwd' to enumerate user accounts on the Linux server."
T1087,The malicious PowerShell script executed 'net user' to query and list all local user accounts on the Windows host.
T1087,The attacker executed 'Get-LocalUser' in PowerShell to enumerate local user accounts on the compromised system.
T1087,"Using the command 'wmic useraccount get name', the malware queried for all user accounts on the Windows machine."
T1087,The script ran 'net user' to extract a list of valid user accounts from the target system.
T1087,The malicious process executed 'cat /etc/passwd' via bash to list all user accounts on the Linux server.
T1087,The malware executed 'bash -c getent passwd' to extract local user account information.
T1087,The threat actor ran 'bash -c cat /etc/passwd' to list all valid system accounts.
T1087,PowerShell.exe was utilized to query local user accounts using Get-LocalUser command.
T1087,The malware executed 'bash -c getent passwd' to extract local user account information.
T1087,The threat actor ran 'bash -c cat /etc/passwd' to list all system user accounts.
T1087,PowerShell.exe was utilized to query the local system for user profiles using Get-WmiObject.
T1087,The attacker executed 'Get-LocalUser' via PowerShell to enumerate local user accounts on the compromised system.
T1087,"Using bash, the malware ran 'cat /etc/passwd' to extract valid user account information from the Linux system."
T1087,A malicious bash command executed 'getent passwd' to list all valid user accounts on the Unix-based server.
T1087,The threat actor used PowerShell to run 'net user' and enumerate local user accounts on the Windows workstation.
T1546,The malware injected a malicious DLL into a legitimate Windows service process.
T1546,A persistence mechanism was established by registering malicious.dll as a Windows service.
T1562,The threat actor stopped the antivirus.exe service using sc stop to prevent scanning.
T1585,The threat actor created a fake Facebook profile using stolen identity information to establish credibility.
T1585,The adversary created a Facebook persona with a convincing backstory to infiltrate closed groups.
T1585,A fake LinkedIn profile was created using AI-generated profile pictures to appear more authentic.
T1585,The attacker established a Facebook account using compromised personal data to build trust with potential victims.
T1585,The threat actor created a fake Facebook profile using stolen photos and fabricated personal details to appear as a legitimate recruiter.
T1585,The attacker generated a counterfeit Facebook persona posing as a journalist to gather intelligence from political organizations.
T1585,An adversary set up a fake LinkedIn profile using AI-generated headshots to infiltrate corporate networks through social engineering.
T1585,The cybercriminal created a deceptive Facebook account impersonating a tech support representative to establish initial contact with potential victims.
T1585,The threat actor created a fake Facebook profile using stolen photos to establish credibility.
T1585,A malicious actor generated a Facebook persona using AI-generated profile pictures for social engineering.
T1585,The adversary created a professional-looking LinkedIn profile to infiltrate corporate networks.
T1585,A threat group established a fake Facebook account posing as a recruiter to gather intelligence on employees.
T1585,The threat actor created a fake Facebook profile using stolen photos and fabricated personal details.
T1585,The adversary generated a Facebook persona using AI-generated profile pictures and false biographical information.
T1585,A fake LinkedIn profile was created with connections to real industry professionals to enhance credibility.
T1585,The attacker established a Facebook account using a pseudonym and stock photos to build a fake online identity.
T1585,The threat actor created a fake Facebook profile using stolen photos and biographical information.
T1585,The attacker generated a Facebook persona with a fictional name and profile picture to build credibility.
T1585,The adversary established a Facebook account with a fabricated identity to connect with potential targets.
T1585,The threat actor created a fake Facebook profile using stolen photos and personal information.
T1585,The attacker created a Facebook persona with fabricated employment history to appear legitimate.
T1585,A malicious actor set up a LinkedIn profile using AI-generated profile pictures to avoid detection.
T1585,The cybercriminal established a fake Facebook account posing as a recruiter to gather intelligence.
T1585,The threat actor created a fake Facebook profile using stolen photos and biographical information.
T1585,The cybercriminal developed a fictitious Facebook identity using AI-generated profile pictures to appear authentic.
T1585,The threat actor created a fake Facebook profile using stolen identity information to establish credibility.
T1585,The attacker generated a Facebook persona with professional-looking photos to appear as a legitimate industry contact.
T1585,The adversary established a Facebook account with carefully crafted personal details to build trust with potential victims.
T1585,The threat actor created a fake Facebook profile using stolen photos to establish credibility.
T1585,The attacker generated a Facebook persona posing as a recruiter to gather intelligence.
T1585,A fake LinkedIn profile was created using AI-generated headshots to appear legitimate.
T1585,The adversary established a Facebook account with a fictional identity to infiltrate private groups.
T1585,The threat actor created a fake Facebook profile using stolen photos and fabricated personal details.
T1585,The adversary generated a Facebook persona claiming to be a recruiter from a legitimate tech firm.
T1585,The attacker established a Facebook account impersonating a journalist to gain trust and gather intelligence.
T1665,"To hide C2 infrastructure, the malware used Tor routing to anonymize communications with the attacker's server."
T1010,The attacker used PowerShell's Get-Process cmdlet to enumerate running applications and their window titles.
T1010,Malware invoked the EnumWindows API function to discover all top-level windows currently open on the system.
T1010,A script utilized the user32.dll's FindWindow function to locate specific application windows by their class name.
T1010,"The adversary employed WMIC process get name,processid to query active processes and identify visible application windows."
T1010,Rogue code called the GetForegroundWindow API to determine which application window currently has user focus.
T1010,The malware queried the Windows API EnumWindows function to enumerate all top-level windows on the desktop.
T1010,The attacker used PowerShell's Get-Process cmdlet to identify running applications with visible windows.
T1010,The script abused the User32.dll's GetWindow function to iterate through window handles and discover open applications.
T1010,"Using command line tools, the malware executed 'tasklist /v' to list processes with window titles and status."
T1010,The malicious code called the Native API function FindWindowA to locate specific application windows by their class name or window name.
T1010,The adversary used PowerShell's Get-Process cmdlet to enumerate running applications and their window titles.
T1010,Malicious code invoked the EnumWindows API function to list all top-level windows on the desktop.
T1010,The script executed 'tasklist /v' command to display running processes with their window titles visible.
T1010,The malware utilized the User32.dll's FindWindow function to locate specific application windows by class name.
T1010,The attacker ran a WMIC process query to identify applications with visible windows on the compromised system.
T1010,The malware queried the Windows API EnumWindows function to enumerate all top-level windows on the desktop.
T1010,The attacker used PowerShell's Get-Process cmdlet to identify running applications with visible windows.
T1485,The ransomware overwrote critical database files with random binary data to prevent recovery.
T1485,The attacker executed 'rm -rf /' to recursively delete all files on the Linux server.
T1485,Malware used the cipher /w command to overwrite deleted data space with random patterns on Windows systems.
T1485,The threat actor deleted all backup files from the network share using PowerShell Remove-Item commands.
T1485,"A destructive script overwrote the master boot record with zeros, rendering the system unbootable."
T1485,The ransomware overwrote critical database files with random binary data to prevent recovery.
T1485,The attacker executed 'del /f /s /q C:\*.docx' to permanently delete all Word documents from the system.
T1485,"Malware overwrote the master boot record with garbage data, rendering the system unbootable."
T1485,The script used 'shred -n 3 -z -u' to securely overwrite and delete sensitive configuration files.
T1485,The threat actor deleted all backup files using 'rm -rf /backups/*' to ensure data could not be restored.
T1485,The ransomware overwrote critical database files with random binary data to prevent recovery.
T1485,The attacker executed a script that deleted all system backup files using the 'del' command.
T1485,Malware systematically overwrote configuration files with garbage data to disrupt service operations.
T1485,A destructive script used 'del /f /s /q' to delete all documents in shared network drives.
T1485,"The wiper malware overwrote the master boot record with random data, rendering the system unbootable."
T1485,The ransomware overwrote user documents with random binary data to make them unrecoverable.
T1485,The attacker deleted critical system configuration files using the 'del /f' command to disrupt operations.
T1485,"Malicious code overwrote the master boot record with garbage data, rendering the system unbootable."
T1485,The threat actor deleted all database transaction logs to prevent restoration of corrupted data.
T1485,The wiper malware overwrote files in shared network drives with zeros to destroy organizational data.
T1485,The ransomware overwrote critical database files with random binary data to prevent restoration.
T1485,The attacker executed 'del /f /s /q C:\*.docx' to permanently delete all Word documents from the system.
T1485,Malware systematically overwrote the first 1MB of each file on the hard drive with zeros to corrupt data.
T1609,The attacker used 'docker exec -it container_name /bin/bash' to gain shell access to a running container.
T1609,An attacker used 'docker exec -it container_name /bin/bash' to gain interactive shell access to the container.
T1609,The attacker used 'docker exec -it compromised_container /bin/bash' to gain shell access within the container.
T1609,An attacker executed docker exec -it container_name /bin/bash to interactively control a container.
T1609,An adversary executed 'docker exec -it container_name /bin/bash' to gain shell access to a container.
T1609,The threat actor used 'docker exec -it container_name /bin/bash' to gain interactive shell access to a container.
T1609,The attacker used 'docker exec -it compromised_container /bin/bash' to gain interactive shell access to a running container.
T1609,An insider threat used 'docker exec -it container_name /bin/bash' to gain interactive shell access to a sensitive container.
T1482,The attacker used DSEnumerateDomainTrusts() to map out all trusted domains within the enterprise network.
T1482,The malware executed nltest /domain_trusts to enumerate trust relationships between domains.
T1482,"Using DSEnumerateDomainTrusts(), the threat actor identified bidirectional trust relationships between the parent and child domains."
T1482,The adversary ran nltest /trusted_domains to discover all domains trusted by the current domain.
T1482,The malicious script called DSEnumerateDomainTrusts() to gather information about external domain trusts for lateral movement planning.
T1482,The attacker used DSEnumerateDomainTrusts() to map out all trusted domains within the enterprise network.
T1482,"Using nltest, the malware enumerated domain trusts to identify potential lateral movement paths."
T1482,The threat actor queried domain trust relationships through DSEnumerateDomainTrusts() to understand the forest structure.
T1482,A PowerShell script employed nltest /trusted_domains to list all trusted domains in the environment.
T1482,The reconnaissance tool called DSEnumerateDomainTrusts() to discover all domain trusts within the Active Directory forest.
T1482,The attacker used DSEnumerateDomainTrusts() to map out all trusted domains within the enterprise network.
T1482,The malware executed nltest /domain_trusts to enumerate domain trust relationships for lateral movement planning.
T1482,The threat actor queried DSEnumerateDomainTrusts() to discover all domain trusts before attempting cross-domain attacks.
T1482,A PowerShell script was observed using nltest to list all trusted domains as part of the reconnaissance phase.
T1482,The adversary employed DSEnumerateDomainTrusts() to identify trust relationships between the compromised domain and other domains in the forest.
T1482,The attacker used DSEnumerateDomainTrusts() to map all trusted domains within the enterprise network.
T1482,"Using nltest, the malware queried domain trust relationships to identify potential lateral movement paths."
T1482,The threat actor executed DSEnumerateDomainTrusts() to enumerate bidirectional and forest trusts between domains.
T1482,A PowerShell script employed nltest /trusted_domains to list all domains trusted by the current domain.
T1482,The reconnaissance tool called DSEnumerateDomainTrusts() to discover parent-child and cross-forest trust relationships.
T1123,The malware activated the device microphone to record private boardroom discussions.
T1123,The attacker's script enabled the webcam to capture video of the user's physical workspace.
T1123,The infected application silently turned on the microphone to eavesdrop on confidential phone calls.
T1123,The malicious code accessed the webcam to monitor user activity without authorization.
T1123,The spyware leveraged the built-in microphone to record sensitive conversations in the office environment.
T1123,The malware activated the device microphone to record private boardroom discussions.
T1123,The attacker exploited a vulnerability to enable continuous audio capture through the webcam microphone.
T1123,The spyware silently activated the laptop's built-in microphone to eavesdrop on confidential meetings.
T1123,The malicious application gained unauthorized access to the webcam's audio functionality to monitor conversations.
T1123,The trojan leveraged system permissions to capture audio input from the computer's microphone without user consent.
T1123,The malware activated the device microphone to record private boardroom discussions.
T1123,The spyware silently enabled the webcam to capture video of sensitive document handling.
T1123,The trojan leveraged the built-in microphone to eavesdrop on confidential phone calls.
T1123,The malicious application accessed the webcam to monitor user authentication processes.
T1123,The backdoor triggered continuous microphone recording to gather intelligence from office conversations.
T1123,The malware activated the device microphone to record confidential boardroom discussions.
T1123,The spyware silently enabled the webcam to capture video of sensitive document reviews.
T1123,The trojan leveraged the built-in microphone to eavesdrop on private financial planning sessions.
T1123,The malicious script accessed the webcam to monitor and record authentication credential entry.
T1123,The backdoor triggered continuous microphone recording to capture executive strategy conversations.
T1222,The attacker modified file permissions using 'chmod 777 /etc/passwd' to grant universal access.
T1222,The script used 'chmod +x /tmp/backdoor.sh' to make the malicious script executable by all users.
T1222,An adversary ran 'icacls C:\ProgramData\secret.txt /inheritance:e' to remove inheritance and modify permissions.
T1222,The attacker modified file permissions using 'chmod 777 /etc/passwd' to grant universal access.
T1222,The script used 'chmod +x /tmp/backdoor.sh' to make the malicious script executable by all users.
T1222,An adversary ran 'icacls C:\ProgramData\secret.txt /inheritance:e' to remove inheritance and modify permissions.
T1222,The threat actor employed 'chmod 666 /var/log/auth.log' to allow read/write access to the authentication log file.
T1222,The attacker modified file permissions using 'chmod 777' to grant universal access to sensitive configuration files.
T1222,The adversary ran 'icacls C:\ProgramData\secret.txt /grant Users:F' to override existing permissions and gain file access.
T1222,"Attackers utilized 'chmod o+w' to add write permissions for others on critical system logs, enabling log tampering."
T1222,The attacker modified file permissions using 'chmod 777' to grant universal access to sensitive configuration files.
T1222,An attacker employed 'chmod o+w' on system log files to allow unauthorized modification and cover their tracks.
T1222,The attacker modified file permissions using 'chmod 777' to grant universal access to sensitive configuration files.
T1222,A threat actor used 'chmod +x' to make a malicious script executable and evade execution controls.
T1222,The adversary ran 'icacls C:\ProgramData\secret.txt /grant Users:F' to remove access restrictions on confidential documents.
T1222,Attackers employed 'chmod o+w' on system log files to enable unauthorized modification and cover their tracks.
T1222,The attacker modified file permissions using 'icacls C:\Windows\Temp /grant Everyone:F' to grant full access to all users.
T1222,The malware executed 'chmod 777 /etc/passwd' to make the password file world-writable.
T1222,"Using icacls, the threat actor removed inheritance from the system directory with 'icacls C:\Windows\System32 /inheritance:r'."
T1222,The script ran 'chmod +x /tmp/backdoor' to add execute permissions to the malicious binary.
T1222,The adversary used 'icacls C:\Users\Public /grant Users:F' to grant full control permissions to all users in the Public folder.
T1222,The attacker modified file permissions using 'icacls C:\sensitive\data.txt /grant Everyone:F' to grant full access to all users.
T1222,The malware executed 'chmod 777 /etc/passwd' to make the password file world-writable and bypass access restrictions.
T1222,"Using icacls, the threat actor removed inheritance and set explicit permissions with 'icacls C:\confidential\ /inheritance:r /grant Administrators:F'."
T1222,"The script ran 'chmod +x /tmp/malicious_binary' to add execute permissions to the malicious file, evading execution controls."
T1222,The attacker modified file permissions using 'chmod 777' to grant full access to all users.
T1222,Malware executed 'icacls C:\Windows\Temp /grant Everyone:F' to bypass directory restrictions.
T1222,An adversary ran 'icacls secret_file.txt /grant DomainUsers:R' to evade access controls on sensitive data.
T1222,The threat actor employed 'chmod o+w config.php' to allow other users to modify the web application configuration.
T1222,The attacker modified file permissions using 'chmod 777' to grant universal access to sensitive configuration files.
T1222,The adversary ran 'icacls secret_documents.docx /grant MaliciousUser:RW' to override existing access controls.
T1222,The attacker modified file permissions using 'chmod 777' to grant universal access to sensitive configuration files.
T1222,A threat actor used 'chmod +x' on a malicious script to make it executable while evading detection mechanisms.
T1222,The adversary ran 'icacls C:\ProgramData\backdoor.exe /inheritance:e' to remove inherited permissions and maintain exclusive access.
T1222,Attackers employed 'chmod o+w' on critical system logs to allow unauthorized modification and cover their tracks.
T1570,The attacker used scp to transfer a backdoor tool from the compromised host to a target system for lateral movement.
T1570,Malware employed rsync to copy a credential dumping utility to another machine in the network.
T1570,The threat actor utilized scp to stage a keylogger on multiple workstations across the domain.
T1570,An adversary leveraged rsync to distribute a remote access tool to additional systems for persistence.
T1029,The attacker wrote a PowerShell script named 'malicious.ps1' to schedule data exfiltration during off-peak hours.
T1029,A PowerShell script was written to establish scheduled data exfiltration through encrypted channels.
T1029,"The threat actor executed powershell.exe with parameters designed to exfiltrate data in small, stealthy batches."
T1029,A malicious PowerShell script was written to coordinate data exfiltration during system idle periods to avoid detection.
T1029,The attacker wrote a PowerShell script named 'malicious.ps1' to schedule data exfiltration during off-peak hours.
T1029,A malicious actor created 'malicious.ps1' to establish scheduled data exfiltration through encrypted channels.
T1029,"The threat actor used 'powershell.exe' to run a script that periodically exfiltrates data in small, inconspicuous chunks."
T1029,The adversary executed 'powershell.exe -File malicious.ps1' to initiate scheduled data exfiltration while appearing as legitimate system activity.
T1029,The attacker wrote a PowerShell script named 'malicious.ps1' to schedule data exfiltration during off-peak hours.
T1029,The malware executed 'powershell.exe -File malicious.ps1' to initiate the scheduled data transfer.
T1029,A PowerShell script 'malicious.ps1' was created to stealthily exfiltrate data at predetermined intervals.
T1029,The threat actor used 'powershell.exe' to run the 'malicious.ps1' script for scheduled data exfiltration.
T1029,The attacker wrote a PowerShell script named 'malicious.ps1' to schedule data exfiltration during off-peak hours.
T1029,A scheduled task was created to run 'malicious.ps1' via PowerShell for periodic data exfiltration.
T1029,The script 'malicious.ps1' was written to use encrypted channels for scheduled data transfers.
T1029,The command 'powershell.exe -File malicious.ps1' was executed to initiate the scheduled exfiltration process.
T1029,The attacker wrote a PowerShell script named 'backup_util.ps1' to schedule data exfiltration during off-peak hours.
T1029,A malicious PowerShell script 'update_check.ps1' was written to exfiltrate files every 24 hours using scheduled tasks.
T1029,"The threat actor executed PowerShell with the command 'Start-ScheduledTask -TaskName ""SystemMaintenance""' to trigger data exfiltration."
T1029,A script named 'log_cleaner.ps1' was written to compress and schedule data transfer during nighttime hours.
T1029,The malware writes a PowerShell script named 'malicious.ps1' to the %TEMP% directory to prepare for scheduled data exfiltration.
T1029,The attacker executes powershell.exe with the -WindowStyle Hidden parameter to run the exfiltration script without displaying a window.
T1029,The attacker wrote a PowerShell script named 'backup_util.ps1' to schedule data exfiltration during off-peak hours.
T1029,The threat actor used 'powershell.exe -WindowStyle Hidden -Command .\stealth_exfil.ps1' to run the exfiltration script covertly.
T1029,A PowerShell script 'sync_tool.ps1' was written to establish scheduled data transfers while mimicking legitimate network traffic.
T1029,The malware wrote a PowerShell script named 'malicious.ps1' to the temp directory for scheduled data exfiltration.
T1029,The attacker executed powershell.exe with encoded commands to stealthily exfiltrate data at predetermined intervals.
T1029,The threat actor used powershell.exe to run a script that would periodically send data to an external server.
T1029,The malware created and wrote 'malicious.ps1' to establish a covert channel for scheduled data transfer.
T1029,The attacker wrote a PowerShell script named 'malicious.ps1' to schedule data exfiltration during off-peak hours.
T1029,The malware executed 'powershell.exe -File malicious.ps1' to initiate scheduled data exfiltration.
T1029,A PowerShell script 'malicious.ps1' was written to stealthily schedule data exfiltration in small chunks.
T1534,"Through Microsoft Teams, the attacker delivered a payload that enabled them to hijack additional corporate accounts."
T1534,The malware dropped malicious.ps1 to execute commands that would compromise additional domain accounts.
T1534,The malware dropped malicious.ps1 to execute credential dumping tools and compromise domain admin accounts.
T1534,"Through Microsoft Teams, the attacker delivered a payload that enabled lateral movement by compromising additional accounts."
T1534,The attacker compromised Microsoft Teams to send fake authentication requests and collect internal account passwords.
T1534,The malware dropped malicious.ps1 to extract stored passwords and compromise other domain accounts.
T1534,A malicious PowerShell script named malicious.ps1 was dropped to harvest credentials from additional domain accounts.
T1534,"Through Microsoft Teams, the attacker delivered a payload that enabled them to hijack additional internal user accounts."
T1652,The reconnaissance module utilized 'driverquery.exe /v' to enumerate device drivers with verbose output for analysis.
T1652,"Using driverquery.exe with the /FO CSV parameter, the threat actor exported a list of device drivers for analysis."
